source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0043068,positive regulation of programmed cell death,3.1422204636688004e-18,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",527,454,54,20972,0.11894273127753303,0.10246679316888045,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']"
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,3.1499199190883323e-18,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",395,454,47,20972,0.10352422907488987,0.1189873417721519,query_1,"['GO:0006793', 'GO:0009893', 'GO:0051174']"
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,3.1499199190883323e-18,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",395,454,47,20972,0.10352422907488987,0.1189873417721519,query_1,"['GO:0006796', 'GO:0010562']"
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,3.5186922811893276e-18,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",107,454,27,20972,0.05947136563876652,0.2523364485981308,query_1,"['GO:0001819', 'GO:0071706', 'GO:1903555']"
GO:BP,GO:0050729,positive regulation of inflammatory response,4.1235342138339726e-18,True,"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]",153,454,31,20972,0.06828193832599119,0.20261437908496732,query_1,"['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']"
GO:BP,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,5.302311541181408e-18,True,"""Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade."" [GOC:jl]",221,454,36,20972,0.07929515418502203,0.16289592760180996,query_1,"['GO:0007249', 'GO:0043122', 'GO:1902533']"
REAC,REAC:R-HSA-109582,Hemostasis,6.053572451287991e-18,True,Hemostasis,675,419,80,11056,0.1909307875894988,0.11851851851851852,query_1,['REAC:0000000']
GO:BP,GO:0050672,negative regulation of lymphocyte proliferation,6.1466588794369155e-18,True,"""Any process that stops, prevents or reduces the rate or extent of lymphocyte proliferation."" [GOC:ai]",89,454,25,20972,0.05506607929515418,0.2808988764044944,query_1,"['GO:0032945', 'GO:0046651', 'GO:0050670', 'GO:0051250']"
GO:BP,GO:0046634,regulation of alpha-beta T cell activation,6.3439470847677496e-18,True,"""Any process that modulates the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]",120,454,28,20972,0.06167400881057269,0.23333333333333334,query_1,"['GO:0046631', 'GO:0050863']"
GO:BP,GO:0070664,negative regulation of leukocyte proliferation,6.502063326720304e-18,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",99,454,26,20972,0.05726872246696035,0.26262626262626265,query_1,"['GO:0008285', 'GO:0070661', 'GO:0070663']"
GO:BP,GO:0031295,T cell costimulation,6.729111987320665e-18,True,"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]",48,454,20,20972,0.04405286343612335,0.4166666666666667,query_1,"['GO:0031294', 'GO:0050870']"
GO:BP,GO:0048871,multicellular organismal-level homeostasis,6.82703825562443e-18,True,"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]",839,454,68,20972,0.14977973568281938,0.08104886769964244,query_1,"['GO:0032501', 'GO:0042592']"
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,7.273677436858798e-18,True,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",268,454,39,20972,0.08590308370044053,0.1455223880597015,query_1,"['GO:0043491', 'GO:1902531']"
GO:BP,GO:0002704,negative regulation of leukocyte mediated immunity,9.098633978202661e-18,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",72,454,23,20972,0.05066079295154185,0.3194444444444444,query_1,"['GO:0002443', 'GO:0002698', 'GO:0002703']"
GO:BP,GO:0008285,negative regulation of cell population proliferation,9.248534569113522e-18,True,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]",686,454,61,20972,0.1343612334801762,0.08892128279883382,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048523']"
GO:BP,GO:0031294,lymphocyte costimulation,1.1145586768570792e-17,True,"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]",49,454,20,20972,0.04405286343612335,0.40816326530612246,query_1,"['GO:0002376', 'GO:0051251']"
GO:BP,GO:0032945,negative regulation of mononuclear cell proliferation,1.127648620609899e-17,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",91,454,25,20972,0.05506607929515418,0.27472527472527475,query_1,"['GO:0032943', 'GO:0032944', 'GO:0070664']"
GO:BP,GO:0002286,T cell activation involved in immune response,1.654639609574965e-17,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",124,454,28,20972,0.06167400881057269,0.22580645161290322,query_1,"['GO:0002285', 'GO:0042110']"
GO:MF,GO:0038024,cargo receptor activity,1.7642794575928405e-17,True,"""Binding specifically to a substance (cargo) to deliver it to a transport vesicle. Cargo receptors span membranes (for instance the plasma membrane or the endoplasmic reticulum membrane), binding simultaneously to cargo molecules and coat adaptors, to efficiently recruit the cargo molecules to nascent vesicles."" [PMID:15239958, PMID:27903609]",67,454,22,20208,0.048458149779735685,0.3283582089552239,query_1,['GO:0003674']
GO:BP,GO:0045123,cellular extravasation,1.8521913065949802e-17,True,"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]",74,454,23,20972,0.05066079295154185,0.3108108108108108,query_1,['GO:0050900']
GO:BP,GO:0042130,negative regulation of T cell proliferation,1.8521913065949802e-17,True,"""Any process that stops, prevents or reduces the rate or extent of T cell proliferation."" [GOC:jl]",74,454,23,20972,0.05066079295154185,0.3108108108108108,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050672', 'GO:0050868']"
GO:BP,GO:0032760,positive regulation of tumor necrosis factor production,1.961761035360351e-17,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]",103,454,26,20972,0.05726872246696035,0.2524271844660194,query_1,"['GO:0032640', 'GO:0032680', 'GO:1903557']"
GO:BP,GO:0002833,positive regulation of response to biotic stimulus,2.2676416441405464e-17,True,"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",414,454,47,20972,0.10352422907488987,0.11352657004830918,query_1,"['GO:0002831', 'GO:0009607', 'GO:0048584']"
GO:BP,GO:0045619,regulation of lymphocyte differentiation,3.1549583479198223e-17,True,"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]",218,454,35,20972,0.07709251101321586,0.16055045871559634,query_1,"['GO:0030098', 'GO:0051249', 'GO:1902105']"
KEGG,KEGG:04512,ECM-receptor interaction,3.4259889302961305e-17,True,ECM-receptor interaction,89,384,30,8716,0.078125,0.33707865168539325,query_1,['KEGG:00000']
GO:BP,GO:0048523,negative regulation of cellular process,3.8319736085451736e-17,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5510,454,210,20972,0.46255506607929514,0.038112522686025406,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
REAC,REAC:R-HSA-168249,Innate Immune System,3.9874830680017866e-17,True,Innate Immune System,1102,419,105,11056,0.25059665871121717,0.09528130671506352,query_1,['REAC:R-HSA-168256']
KEGG,KEGG:05168,Herpes simplex virus 1 infection,4.7877414572957425e-17,True,Herpes simplex virus 1 infection,177,384,41,8716,0.10677083333333333,0.23163841807909605,query_1,['KEGG:00000']
WP,WP:WP453,Inflammatory response pathway,5.068925802297471e-17,True,Inflammatory response pathway,30,379,19,8899,0.05013192612137203,0.6333333333333333,query_1,['WP:000000']
GO:BP,GO:0072678,T cell migration,7.153194684899951e-17,True,"""The movement of a T cell within or between different tissues and organs of the body."" [CL:0000084, GOC:BHF, GOC:mah]",78,454,23,20972,0.05066079295154185,0.2948717948717949,query_1,['GO:0072676']
HPA,HPA:0461441,Skin 1; fibrohistiocytic cells[≥Low],7.500940276531207e-17,True,Skin 1; fibrohistiocytic cells[≥Low],884,324,78,11007,0.24074074074074073,0.08823529411764706,query_1,['HPA:0460000']
GO:MF,GO:0019838,growth factor binding,7.932156241940216e-17,True,"""Binding to a growth factor, proteins or polypeptides that stimulate a cell or organism to grow or proliferate."" [GOC:curators]",133,454,28,20208,0.06167400881057269,0.21052631578947367,query_1,['GO:0005515']
GO:BP,GO:0002889,regulation of immunoglobulin mediated immune response,7.98413767538134e-17,True,"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]",61,454,21,20972,0.046255506607929514,0.3442622950819672,query_1,"['GO:0002712', 'GO:0016064']"
GO:BP,GO:0034113,heterotypic cell-cell adhesion,7.98413767538134e-17,True,"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]",61,454,21,20972,0.046255506607929514,0.3442622950819672,query_1,['GO:0098609']
GO:BP,GO:0002712,regulation of B cell mediated immunity,7.98413767538134e-17,True,"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]",61,454,21,20972,0.046255506607929514,0.3442622950819672,query_1,"['GO:0002706', 'GO:0002822', 'GO:0019724']"
GO:BP,GO:0001913,T cell mediated cytotoxicity,1.1466375665416153e-16,True,"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]",54,454,20,20972,0.04405286343612335,0.37037037037037035,query_1,"['GO:0001909', 'GO:0002456']"
GO:BP,GO:0051247,positive regulation of protein metabolic process,1.3963068601843911e-16,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",863,454,67,20972,0.14757709251101322,0.0776361529548088,query_1,"['GO:0010604', 'GO:0019538', 'GO:0051246']"
GO:BP,GO:0050764,regulation of phagocytosis,1.427721408038054e-16,True,"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]",100,454,25,20972,0.05506607929515418,0.25,query_1,"['GO:0006909', 'GO:0030100']"
HPA,HPA:0461443,Skin 1; fibrohistiocytic cells[High],1.724245556824759e-16,True,Skin 1; fibrohistiocytic cells[High],407,324,51,11007,0.1574074074074074,0.12530712530712532,query_1,['HPA:0461442']
GO:CC,GO:0070820,tertiary granule,1.7735160253421346e-16,True,"""A secretory granule that contains cathepsin and gelatinase and is readily exocytosed upon cell activation; found primarily in mature neutrophil cells."" [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]",163,459,29,22155,0.06318082788671024,0.17791411042944785,query_1,['GO:0030141']
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,2.0626893626727415e-16,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",822,454,65,20972,0.14317180616740088,0.07907542579075426,query_1,"['GO:0009653', 'GO:0050793']"
GO:BP,GO:0050817,coagulation,2.118365890592033e-16,True,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",246,454,36,20972,0.07929515418502203,0.14634146341463414,query_1,['GO:0032501']
GO:CC,GO:0010008,endosome membrane,2.4454270968945517e-16,True,"""The lipid bilayer surrounding an endosome."" [GOC:mah]",585,459,52,22155,0.11328976034858387,0.08888888888888889,query_1,"['GO:0005768', 'GO:0030659', 'GO:0098588']"
GO:BP,GO:0032602,chemokine production,2.662864886109151e-16,True,"""The appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:BHF, GOC:rl, ISBN:0198506732, PMID:12183377, Wikipedia:Chemokine]",92,454,24,20972,0.05286343612334802,0.2608695652173913,query_1,['GO:0001816']
GO:BP,GO:0032642,regulation of chemokine production,2.662864886109151e-16,True,"""Any process that modulates the frequency, rate, or extent of chemokine production."" [GOC:mah]",92,454,24,20972,0.05286343612334802,0.2608695652173913,query_1,"['GO:0001817', 'GO:0032602']"
GO:MF,GO:0005164,tumor necrosis factor receptor binding,3.6130045085960486e-16,True,"""Binding to a tumor necrosis factor receptor."" [GOC:ai]",31,454,16,20208,0.03524229074889868,0.5161290322580645,query_1,['GO:0032813']
WP,WP:WP5561,Integrative Analysis of Treg Glial Interactions ,4.354309445189108e-16,True,Integrative Analysis of Treg Glial Interactions ,112,379,32,8899,0.08443271767810026,0.2857142857142857,query_1,['WP:000000']
GO:BP,GO:0042327,positive regulation of phosphorylation,4.749304129319907e-16,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",335,454,41,20972,0.09030837004405286,0.12238805970149254,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']"
GO:BP,GO:0042116,macrophage activation,5.19125184975034e-16,True,"""A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149, PMID:14506301]",105,454,25,20972,0.05506607929515418,0.23809523809523808,query_1,['GO:0002274']
HPA,HPA:0471441,Skin 2; fibrohistiocytic cells[≥Low],6.27033701799059e-16,True,Skin 2; fibrohistiocytic cells[≥Low],1020,324,83,11007,0.25617283950617287,0.08137254901960785,query_1,['HPA:0470000']
REAC,REAC:R-HSA-3000178,ECM proteoglycans,7.202734704000189e-16,True,ECM proteoglycans,76,419,26,11056,0.06205250596658711,0.34210526315789475,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0001916,positive regulation of T cell mediated cytotoxicity,8.331774402170291e-16,True,"""Any process that activates or increases the frequency, rate or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",37,454,17,20972,0.037444933920704845,0.4594594594594595,query_1,"['GO:0001912', 'GO:0001913', 'GO:0001914', 'GO:0002711']"
GO:BP,GO:0007596,blood coagulation,8.957198025627696e-16,True,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",241,454,35,20972,0.07709251101321586,0.14522821576763487,query_1,"['GO:0007599', 'GO:0042060', 'GO:0050817']"
GO:BP,GO:0032613,interleukin-10 production,9.025012437171455e-16,True,"""The appearance of interleukin-10 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",59,454,20,20972,0.04405286343612335,0.3389830508474576,query_1,['GO:0001816']
GO:BP,GO:0032653,regulation of interleukin-10 production,9.025012437171455e-16,True,"""Any process that modulates the frequency, rate, or extent of interleukin-10 production."" [GOC:mah]",59,454,20,20972,0.04405286343612335,0.3389830508474576,query_1,"['GO:0001817', 'GO:0032613']"
REAC,REAC:R-HSA-380108,Chemokine receptors bind chemokines,9.457865369603446e-16,True,Chemokine receptors bind chemokines,57,419,23,11056,0.05489260143198091,0.40350877192982454,query_1,['REAC:R-HSA-375276']
GO:CC,GO:0031012,extracellular matrix,1.1834842307455606e-15,True,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, PMID:21123617, PMID:28089324, PMID:33605520]",339,459,39,22155,0.08496732026143791,0.11504424778761062,query_1,['GO:0030312']
GO:BP,GO:0043542,endothelial cell migration,1.2473442555489305e-15,True,"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]",228,454,34,20972,0.07488986784140969,0.14912280701754385,query_1,['GO:0016477']
GO:CC,GO:0030312,external encapsulating structure,1.3118464502117956e-15,True,"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]",340,459,39,22155,0.08496732026143791,0.11470588235294117,query_1,"['GO:0071944', 'GO:0110165']"
WP,WP:WP2806,Complement system,1.798465081039461e-15,True,Complement system,94,379,29,8899,0.07651715039577836,0.30851063829787234,query_1,['WP:000000']
GO:BP,GO:0051246,regulation of protein metabolic process,1.938137556468463e-15,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1574,454,92,20972,0.2026431718061674,0.05844980940279543,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']"
GO:BP,GO:0033627,cell adhesion mediated by integrin,1.9534644360458402e-15,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits."" [GOC:add, PMID:12213832, PMID:14754902]",89,454,23,20972,0.05066079295154185,0.25842696629213485,query_1,['GO:0007155']
GO:BP,GO:0007599,hemostasis,2.2947493044467574e-15,True,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",248,454,35,20972,0.07709251101321586,0.14112903225806453,query_1,['GO:0050878']
GO:MF,GO:0001540,amyloid-beta binding,2.423831584279981e-15,True,"""Binding to an amyloid-beta peptide/protein."" [GOC:hjd]",82,454,22,20208,0.048458149779735685,0.2682926829268293,query_1,['GO:0042277']
HPA,HPA:0471443,Skin 2; fibrohistiocytic cells[High],2.5402687372432853e-15,True,Skin 2; fibrohistiocytic cells[High],466,324,53,11007,0.16358024691358025,0.11373390557939914,query_1,['HPA:0471442']
GO:BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,2.5423148732064675e-15,True,"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]",161,454,29,20972,0.06387665198237885,0.18012422360248448,query_1,['GO:0065008']
GO:BP,GO:0070098,chemokine-mediated signaling pathway,2.564797336506472e-15,True,"""The series of molecular signals initiated by a chemokine binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",80,454,22,20972,0.048458149779735685,0.275,query_1,"['GO:0007186', 'GO:0019221', 'GO:1990869']"
GO:BP,GO:0014002,astrocyte development,2.5684561320723126e-15,True,"""The process aimed at the progression of an astrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function."" [GOC:dgh, GOC:ef]",39,454,17,20972,0.037444933920704845,0.4358974358974359,query_1,"['GO:0021782', 'GO:0048708']"
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,2.9197695918440754e-15,True,Interleukin-4 and Interleukin-13 signaling,111,419,30,11056,0.07159904534606205,0.2702702702702703,query_1,['REAC:R-HSA-449147']
GO:MF,GO:0030246,carbohydrate binding,3.1600705100995917e-15,True,"""Binding to a carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates."" [GOC:mah]",285,454,37,20208,0.08149779735682819,0.12982456140350876,query_1,['GO:0005488']
GO:CC,GO:0005764,lysosome,3.201970532816983e-15,True,"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]",787,459,59,22155,0.12854030501089325,0.07496823379923762,query_1,['GO:0000323']
GO:CC,GO:0000323,lytic vacuole,3.201970532816983e-15,True,"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]",787,459,59,22155,0.12854030501089325,0.07496823379923762,query_1,['GO:0005773']
GO:BP,GO:0019724,B cell mediated immunity,3.997353502577584e-15,True,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",206,454,32,20972,0.07048458149779736,0.1553398058252427,query_1,"['GO:0002449', 'GO:0002460']"
GO:BP,GO:0071363,cellular response to growth factor stimulus,4.0688513546691285e-15,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]",706,454,58,20972,0.1277533039647577,0.0821529745042493,query_1,"['GO:0070848', 'GO:0071495']"
GO:CC,GO:0031091,platelet alpha granule,4.3297183978998645e-15,True,"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]",92,459,22,22155,0.04793028322440087,0.2391304347826087,query_1,['GO:0030141']
GO:BP,GO:0042100,B cell proliferation,4.4104607354088754e-15,True,"""The expansion of a B cell population by cell division. Follows B cell activation."" [GOC:jl]",92,454,23,20972,0.05066079295154185,0.25,query_1,"['GO:0042113', 'GO:0046651']"
GO:BP,GO:0009888,tissue development,5.0108981590989344e-15,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",2014,454,106,20972,0.23348017621145375,0.05263157894736842,query_1,['GO:0048856']
GO:BP,GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,5.152883016546537e-15,True,"""Any process that activates or increases the frequency, rate or extent of natural killer cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",28,454,15,20972,0.03303964757709251,0.5357142857142857,query_1,"['GO:0001912', 'GO:0002717', 'GO:0042267', 'GO:0042269']"
GO:MF,GO:0023026,MHC class II protein complex binding,5.5226131091848356e-15,True,"""Binding to a class II major histocompatibility complex."" [GOC:mtg_signal, GOC:vw]",24,454,14,20208,0.030837004405286344,0.5833333333333334,query_1,['GO:0023023']
GO:BP,GO:0070848,response to growth factor,5.649448477535124e-15,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",734,454,59,20972,0.1299559471365639,0.08038147138964577,query_1,['GO:0009719']
GO:BP,GO:0043066,negative regulation of apoptotic process,6.968135392075977e-15,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",856,454,64,20972,0.14096916299559473,0.07476635514018691,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043069']"
GO:BP,GO:1904018,positive regulation of vasculature development,7.225665830817383e-15,True,"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",167,454,29,20972,0.06387665198237885,0.17365269461077845,query_1,"['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']"
GO:BP,GO:0045807,positive regulation of endocytosis,7.816040916932233e-15,True,"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]",154,454,28,20972,0.06167400881057269,0.18181818181818182,query_1,"['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']"
GO:BP,GO:0032637,interleukin-8 production,8.191554874543512e-15,True,"""The appearance of interleukin-8 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",84,454,22,20972,0.048458149779735685,0.2619047619047619,query_1,['GO:0001816']
GO:BP,GO:0032677,regulation of interleukin-8 production,8.191554874543512e-15,True,"""Any process that modulates the frequency, rate, or extent of interleukin-8 production."" [GOC:mah]",84,454,22,20972,0.048458149779735685,0.2619047619047619,query_1,"['GO:0001817', 'GO:0032637']"
GO:CC,GO:0042581,specific granule,8.680347121463767e-15,True,"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]",158,459,27,22155,0.058823529411764705,0.17088607594936708,query_1,['GO:0030141']
GO:BP,GO:0045765,regulation of angiogenesis,9.039203193419808e-15,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",292,454,37,20972,0.08149779735682819,0.1267123287671233,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']"
GO:BP,GO:1990266,neutrophil migration,9.686997078732361e-15,True,"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]",106,454,24,20972,0.05286343612334802,0.22641509433962265,query_1,['GO:0097530']
GO:BP,GO:0002714,positive regulation of B cell mediated immunity,1.20775860303349e-14,True,"""Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]",42,454,17,20972,0.037444933920704845,0.40476190476190477,query_1,"['GO:0002708', 'GO:0002712', 'GO:0002824', 'GO:0019724']"
GO:BP,GO:0002891,positive regulation of immunoglobulin mediated immune response,1.20775860303349e-14,True,"""Any process that activates or increases the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]",42,454,17,20972,0.037444933920704845,0.40476190476190477,query_1,"['GO:0002714', 'GO:0002889', 'GO:0016064']"
GO:BP,GO:0035710,"CD4-positive, alpha-beta T cell activation",1.2904927882507573e-14,True,"""The change in morphology and behavior of a CD4-positive, alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [CL:0000624, GOC:BHF]",131,454,26,20972,0.05726872246696035,0.1984732824427481,query_1,['GO:0046631']
GO:BP,GO:0051174,regulation of phosphorus metabolic process,1.4113883001447152e-14,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",702,454,57,20972,0.12555066079295155,0.0811965811965812,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0042063,gliogenesis,1.4115208485927194e-14,True,"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]",331,454,39,20972,0.08590308370044053,0.11782477341389729,query_1,['GO:0022008']
GO:BP,GO:0045089,positive regulation of innate immune response,1.668245876950245e-14,True,"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",388,454,42,20972,0.09251101321585903,0.10824742268041238,query_1,"['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']"
