source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0042130,negative regulation of T cell proliferation,1.1432988011644694e-19,True,"""Any process that stops, prevents or reduces the rate or extent of T cell proliferation."" [GOC:jl]",74,474,25,20972,0.052742616033755275,0.33783783783783783,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050672', 'GO:0050868']"
GO:BP,GO:0045123,cellular extravasation,1.1432988011644694e-19,True,"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]",74,474,25,20972,0.052742616033755275,0.33783783783783783,query_1,['GO:0050900']
GO:BP,GO:0072676,lymphocyte migration,1.903422851459839e-19,True,"""The movement of a lymphocyte within or between different tissues and organs of the body."" [CL:0000542, GOC:BHF, GOC:mah]",112,474,29,20972,0.06118143459915612,0.25892857142857145,query_1,['GO:0071674']
GO:BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,1.9938470225214482e-19,True,"""An intracellular signaling cassette that starts with phosphatidylinositol 3-kinase (PI3K) activation, production of phosphatidylinositol 3-phosphate (PI3P), activation of PDK1, which recruits and ending with the activation of protein kinase B (PKB, also known as Akt). PI3K is activated by cell surface receptors. Note that PTEN is an inhibitor of the pathway."" [PMID:20517722, PMID:22952397]",306,474,44,20972,0.09282700421940929,0.1437908496732026,query_1,['GO:0141124']
GO:BP,GO:0002286,T cell activation involved in immune response,2.9744373207537846e-19,True,"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]",124,474,30,20972,0.06329113924050633,0.24193548387096775,query_1,"['GO:0002285', 'GO:0042110']"
GO:BP,GO:0002707,negative regulation of lymphocyte mediated immunity,3.326613695317852e-19,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]",61,474,23,20972,0.04852320675105485,0.3770491803278688,query_1,"['GO:0002449', 'GO:0002704', 'GO:0002706']"
GO:BP,GO:0034113,heterotypic cell-cell adhesion,3.326613695317852e-19,True,"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]",61,474,23,20972,0.04852320675105485,0.3770491803278688,query_1,['GO:0098609']
GO:CC,GO:0042611,MHC protein complex,3.465995633684986e-19,True,"""A transmembrane protein complex composed of an MHC alpha chain and, in most cases, either an MHC class II beta chain or an invariant beta2-microglobin chain, and with or without a bound peptide, lipid, or polysaccharide antigen."" [GOC:add, GOC:jl, ISBN:0781735149, PMID:15928678, PMID:16153240]",24,479,16,22155,0.033402922755741124,0.6666666666666666,query_1,['GO:0098797']
REAC,REAC:R-HSA-380108,Chemokine receptors bind chemokines,3.6513147404120997e-19,True,Chemokine receptors bind chemokines,57,438,26,11056,0.0593607305936073,0.45614035087719296,query_1,['REAC:R-HSA-375276']
KEGG,KEGG:05144,Malaria,3.755686825135966e-19,True,Malaria,49,397,25,8716,0.06297229219143577,0.5102040816326531,query_1,['KEGG:00000']
GO:CC,GO:0070820,tertiary granule,3.8360897591944536e-19,True,"""A secretory granule that contains cathepsin and gelatinase and is readily exocytosed upon cell activation; found primarily in mature neutrophil cells."" [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]",163,479,32,22155,0.06680584551148225,0.19631901840490798,query_1,['GO:0030141']
GO:BP,GO:2001233,regulation of apoptotic signaling pathway,3.9348859851735444e-19,True,"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",376,474,48,20972,0.10126582278481013,0.1276595744680851,query_1,"['GO:0009966', 'GO:0042981', 'GO:0097190']"
GO:CC,GO:0030666,endocytic vesicle membrane,5.91544983108659e-19,True,"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]",205,479,35,22155,0.07306889352818371,0.17073170731707318,query_1,"['GO:0030139', 'GO:0030659', 'GO:0098588']"
GO:BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,6.086026016905866e-19,True,"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]",161,474,33,20972,0.06962025316455696,0.20496894409937888,query_1,['GO:0065008']
GO:BP,GO:0042592,homeostatic process,6.827822926530457e-19,True,"""Any biological process involved in the maintenance of an internal steady state. Homeostasis allows cells and organisms to maintain stable internal conditions despite varying external conditions."" [PMID:26265027]",1677,474,105,20972,0.22151898734177214,0.0626118067978533,query_1,['GO:0008150']
KEGG,KEGG:05320,Autoimmune thyroid disease,7.201899919703307e-19,True,Autoimmune thyroid disease,50,397,25,8716,0.06297229219143577,0.5,query_1,['KEGG:00000']
GO:BP,GO:0042113,B cell activation,8.551960039716265e-19,True,"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",286,474,42,20972,0.08860759493670886,0.14685314685314685,query_1,['GO:0046649']
GO:BP,GO:0070098,chemokine-mediated signaling pathway,1.0458164391908837e-18,True,"""The series of molecular signals initiated by a chemokine binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",80,474,25,20972,0.052742616033755275,0.3125,query_1,"['GO:0007186', 'GO:0019221', 'GO:1990869']"
WP,WP:WP5561,Integrative Analysis of Treg Glial Interactions ,1.1929816304760739e-18,True,Integrative Analysis of Treg Glial Interactions ,112,393,35,8899,0.089058524173028,0.3125,query_1,['WP:000000']
REAC,REAC:R-HSA-168249,Innate Immune System,1.2957389153108081e-18,True,Innate Immune System,1102,438,111,11056,0.2534246575342466,0.10072595281306715,query_1,['REAC:R-HSA-168256']
GO:BP,GO:0045807,positive regulation of endocytosis,1.7073158384207657e-18,True,"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]",154,474,32,20972,0.06751054852320675,0.2077922077922078,query_1,"['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']"
GO:BP,GO:0045765,regulation of angiogenesis,1.9364220913285255e-18,True,"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]",292,474,42,20972,0.08860759493670886,0.14383561643835616,query_1,"['GO:0001525', 'GO:0022603', 'GO:1901342']"
GO:BP,GO:0007160,cell-matrix adhesion,1.991418211125373e-18,True,"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]",233,474,38,20972,0.08016877637130802,0.1630901287553648,query_1,['GO:0031589']
GO:BP,GO:1904018,positive regulation of vasculature development,2.0598966499874904e-18,True,"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]",167,474,33,20972,0.06962025316455696,0.19760479041916168,query_1,"['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']"
GO:BP,GO:0030593,neutrophil chemotaxis,2.0873182677913464e-18,True,"""The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."" [GOC:jl, ISBN:0198506732]",82,474,25,20972,0.052742616033755275,0.3048780487804878,query_1,"['GO:0071621', 'GO:1990266']"
HPA,HPA:0461442,Skin 1; fibrohistiocytic cells[≥Medium],2.5957014912106185e-18,True,Skin 1; fibrohistiocytic cells[≥Medium],698,343,73,11007,0.21282798833819241,0.10458452722063037,query_1,['HPA:0461441']
GO:CC,GO:0098636,protein complex involved in cell adhesion,3.457397048754986e-18,True,"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]",58,479,21,22155,0.04384133611691023,0.3620689655172414,query_1,['GO:0032991']
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,4.725401133137837e-18,True,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",268,474,40,20972,0.08438818565400844,0.14925373134328357,query_1,"['GO:0043491', 'GO:1902531']"
GO:CC,GO:0060205,cytoplasmic vesicle lumen,5.1896579828517e-18,True,"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]",329,479,42,22155,0.08768267223382047,0.1276595744680851,query_1,"['GO:0031410', 'GO:0031983', 'GO:0070013']"
GO:CC,GO:0031983,vesicle lumen,5.830642231269948e-18,True,"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]",330,479,42,22155,0.08768267223382047,0.12727272727272726,query_1,"['GO:0031982', 'GO:0043233']"
GO:BP,GO:0001914,regulation of T cell mediated cytotoxicity,6.3140625203398085e-18,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",46,474,20,20972,0.04219409282700422,0.43478260869565216,query_1,"['GO:0001910', 'GO:0001913', 'GO:0002709']"
GO:BP,GO:0032635,interleukin-6 production,7.271200674275585e-18,True,"""The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",149,474,31,20972,0.06540084388185655,0.2080536912751678,query_1,['GO:0001816']
GO:BP,GO:0032675,regulation of interleukin-6 production,7.271200674275585e-18,True,"""Any process that modulates the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]",149,474,31,20972,0.06540084388185655,0.2080536912751678,query_1,"['GO:0001817', 'GO:0032635']"
GO:BP,GO:0042327,positive regulation of phosphorylation,7.93906772051048e-18,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]",335,474,44,20972,0.09282700421940929,0.13134328358208955,query_1,"['GO:0016310', 'GO:0042325', 'GO:0045937']"
GO:BP,GO:0045580,regulation of T cell differentiation,9.786719684804247e-18,True,"""Any process that modulates the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]",188,474,34,20972,0.07172995780590717,0.18085106382978725,query_1,"['GO:0030217', 'GO:0045619', 'GO:0050863']"
GO:BP,GO:0072678,T cell migration,1.0808714408216585e-17,True,"""The movement of a T cell within or between different tissues and organs of the body."" [CL:0000084, GOC:BHF, GOC:mah]",78,474,24,20972,0.05063291139240506,0.3076923076923077,query_1,['GO:0072676']
GO:CC,GO:0042581,specific granule,1.9852585856188136e-17,True,"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]",158,479,30,22155,0.06263048016701461,0.189873417721519,query_1,['GO:0030141']
GO:BP,GO:1990869,cellular response to chemokine,2.0008703792750175e-17,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]",89,474,25,20972,0.052742616033755275,0.2808988764044944,query_1,"['GO:0071345', 'GO:1990868']"
GO:BP,GO:1990868,response to chemokine,2.0008703792750175e-17,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]",89,474,25,20972,0.052742616033755275,0.2808988764044944,query_1,['GO:0034097']
GO:MF,GO:0019838,growth factor binding,2.2099090179721276e-17,True,"""Binding to a growth factor, proteins or polypeptides that stimulate a cell or organism to grow or proliferate."" [GOC:curators]",133,473,29,20208,0.0613107822410148,0.21804511278195488,query_1,['GO:0005515']
GO:BP,GO:0035710,"CD4-positive, alpha-beta T cell activation",2.2575103943081125e-17,True,"""The change in morphology and behavior of a CD4-positive, alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [CL:0000624, GOC:BHF]",131,474,29,20972,0.06118143459915612,0.22137404580152673,query_1,['GO:0046631']
GO:BP,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,2.55259748911361e-17,True,"""Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade."" [GOC:jl]",221,474,36,20972,0.0759493670886076,0.16289592760180996,query_1,"['GO:0007249', 'GO:0043122', 'GO:1902533']"
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,2.870573114763639e-17,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",822,474,68,20972,0.14345991561181434,0.0827250608272506,query_1,"['GO:0009653', 'GO:0050793']"
GO:BP,GO:0007249,canonical NF-kappaB signal transduction,3.6958993960554534e-17,True,"""An intracellular signaling cassette characterized by the I-kappaB-kinase (IKK)-dependent activation of NF-kappaB, also known as the canonical NF-kappaB signaling cascade. The cascade begins with activation of a trimeric IKK complex (consisting of catalytic kinase subunits IKKalpha and/or IKKbeta, and the regulatory scaffold protein NEMO) and ends with the regulation of transcription of target genes by NF-kappaB. In a resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing the NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription. The canonical NF-kappaB pathway is mainly stimulated by proinflammatory cytokines such as IL-1beta, tumor necrosis factor (TNF)-alpha, antigen ligands, and toll-like receptors (TLRs)."" [GOC:bf, PMID:12773372, PMID:34659217]",315,474,42,20972,0.08860759493670886,0.13333333333333333,query_1,['GO:0141124']
GO:BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,4.814904861064159e-17,True,"""Any process that modulates the canonical NF-kappaB signaling cascade."" [GOC:jl, PMID:12773372]",301,474,41,20972,0.08649789029535865,0.1362126245847176,query_1,"['GO:0007249', 'GO:1902531']"
GO:BP,GO:0032642,regulation of chemokine production,4.9272136832187577e-17,True,"""Any process that modulates the frequency, rate, or extent of chemokine production."" [GOC:mah]",92,474,25,20972,0.052742616033755275,0.2717391304347826,query_1,"['GO:0001817', 'GO:0032602']"
GO:BP,GO:0032602,chemokine production,4.9272136832187577e-17,True,"""The appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:BHF, GOC:rl, ISBN:0198506732, PMID:12183377, Wikipedia:Chemokine]",92,474,25,20972,0.052742616033755275,0.2717391304347826,query_1,['GO:0001816']
GO:BP,GO:0051174,regulation of phosphorus metabolic process,6.500141710318734e-17,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",702,474,62,20972,0.1308016877637131,0.08831908831908832,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,6.744654155711942e-17,True,"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]",160,474,31,20972,0.06540084388185655,0.19375,query_1,"['GO:0097191', 'GO:2001233']"
GO:BP,GO:0043542,endothelial cell migration,7.485230404916048e-17,True,"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]",228,474,36,20972,0.0759493670886076,0.15789473684210525,query_1,['GO:0016477']
HPA,HPA:0471442,Skin 2; fibrohistiocytic cells[≥Medium],7.532206052514104e-17,True,Skin 2; fibrohistiocytic cells[≥Medium],832,343,78,11007,0.22740524781341107,0.09375,query_1,['HPA:0471441']
GO:BP,GO:0042325,regulation of phosphorylation,8.366628707056171e-17,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",560,474,55,20972,0.1160337552742616,0.09821428571428571,query_1,"['GO:0016310', 'GO:0051174']"
GO:CC,GO:0098796,membrane protein complex,8.550730663760201e-17,True,"""Any protein complex that is part of a membrane."" [GOC:dos]",1402,479,87,22155,0.18162839248434237,0.062054208273894434,query_1,"['GO:0016020', 'GO:0032991']"
GO:BP,GO:0051247,positive regulation of protein metabolic process,9.402401953573044e-17,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",863,474,69,20972,0.14556962025316456,0.07995365005793743,query_1,"['GO:0010604', 'GO:0019538', 'GO:0051246']"
REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,1.0270598546266361e-16,True,Interleukin-4 and Interleukin-13 signaling,111,438,32,11056,0.0730593607305936,0.2882882882882883,query_1,['REAC:R-HSA-449147']
GO:BP,GO:0050817,coagulation,1.2146334043482631e-16,True,"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]",246,474,37,20972,0.07805907172995781,0.15040650406504066,query_1,['GO:0032501']
GO:CC,GO:0034774,secretory granule lumen,1.4823786785915452e-16,True,"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]",324,479,40,22155,0.08350730688935282,0.12345679012345678,query_1,"['GO:0030141', 'GO:0060205']"
GO:BP,GO:1905517,macrophage migration,1.485157333630948e-16,True,"""The orderly movement of a macrophage from one site to another."" [GO_REF:0000091, GOC:TermGenie, PMID:25749876]",60,474,21,20972,0.04430379746835443,0.35,query_1,"['GO:0071674', 'GO:0097529']"
GO:BP,GO:0014002,astrocyte development,1.649703966081706e-16,True,"""The process aimed at the progression of an astrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function."" [GOC:dgh, GOC:ef]",39,474,18,20972,0.0379746835443038,0.46153846153846156,query_1,"['GO:0021782', 'GO:0048708']"
GO:CC,GO:0030054,cell junction,1.748376643862246e-16,True,"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]",2370,479,119,22155,0.24843423799582465,0.05021097046413502,query_1,['GO:0110165']
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,1.8840752703281312e-16,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",107,474,26,20972,0.05485232067510549,0.24299065420560748,query_1,"['GO:0001819', 'GO:0071706', 'GO:1903555']"
GO:BP,GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,2.0378377026548943e-16,True,"""Any process that activates or increases the frequency, rate or extent of natural killer cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",28,474,16,20972,0.03375527426160337,0.5714285714285714,query_1,"['GO:0001912', 'GO:0002717', 'GO:0042267', 'GO:0042269']"
GO:BP,GO:0030101,natural killer cell activation,2.0448800888506998e-16,True,"""The change in morphology and behavior of a natural killer cell in response to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",97,474,25,20972,0.052742616033755275,0.25773195876288657,query_1,['GO:0046649']
GO:BP,GO:0043065,positive regulation of apoptotic process,2.183418310050516e-16,True,"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",512,474,52,20972,0.10970464135021098,0.1015625,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043068']"
GO:BP,GO:0043066,negative regulation of apoptotic process,2.5733294941471096e-16,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",856,474,68,20972,0.14345991561181434,0.0794392523364486,query_1,"['GO:0006915', 'GO:0042981', 'GO:0043069']"
GO:MF,GO:0030246,carbohydrate binding,2.85632067561289e-16,True,"""Binding to a carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates."" [GOC:mah]",285,473,39,20208,0.0824524312896406,0.1368421052631579,query_1,['GO:0005488']
GO:BP,GO:0001913,T cell mediated cytotoxicity,3.0624580164971253e-16,True,"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]",54,474,20,20972,0.04219409282700422,0.37037037037037035,query_1,"['GO:0001909', 'GO:0002456']"
GO:CC,GO:0035579,specific granule membrane,3.828027076023067e-16,True,"""The lipid bilayer surrounding a specific granule, a granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:bf, PMID:7334549]",90,479,23,22155,0.04801670146137787,0.25555555555555554,query_1,"['GO:0030667', 'GO:0042581']"
GO:MF,GO:0001540,amyloid-beta binding,3.9592422786968365e-16,True,"""Binding to an amyloid-beta peptide/protein."" [GOC:hjd]",82,473,23,20208,0.048625792811839326,0.2804878048780488,query_1,['GO:0042277']
REAC,REAC:R-HSA-109582,Hemostasis,4.147864863258939e-16,True,Hemostasis,675,438,79,11056,0.18036529680365296,0.11703703703703704,query_1,['REAC:0000000']
REAC,REAC:R-HSA-373076,Class A/1 (Rhodopsin-like receptors),4.159199753534054e-16,True,Class A/1 (Rhodopsin-like receptors),328,438,53,11056,0.12100456621004566,0.16158536585365854,query_1,['REAC:R-HSA-500792']
WP,WP:WP5218,Extrafollicular and follicular B cell activation by SARS CoV 2,4.462183542814717e-16,True,Extrafollicular and follicular B cell activation by SARS CoV 2,74,393,27,8899,0.06870229007633588,0.36486486486486486,query_1,['WP:000000']
GO:BP,GO:0007596,blood coagulation,4.971468517296642e-16,True,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",241,474,36,20972,0.0759493670886076,0.14937759336099585,query_1,"['GO:0007599', 'GO:0042060', 'GO:0050817']"
GO:MF,GO:0004896,cytokine receptor activity,5.545175316243545e-16,True,"""Combining with a cytokine and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."" [GOC:add, GOC:mah]",103,473,25,20208,0.052854122621564484,0.24271844660194175,query_1,"['GO:0004888', 'GO:0140375']"
GO:BP,GO:0051093,negative regulation of developmental process,5.832886633226155e-16,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",916,474,70,20972,0.14767932489451477,0.07641921397379912,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
GO:BP,GO:0045621,positive regulation of lymphocyte differentiation,6.883569225993505e-16,True,"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]",135,474,28,20972,0.05907172995780591,0.2074074074074074,query_1,"['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']"
GO:BP,GO:0043068,positive regulation of programmed cell death,7.815409783859287e-16,True,"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",527,474,52,20972,0.10970464135021098,0.09867172675521822,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048522']"
GO:BP,GO:0002833,positive regulation of response to biotic stimulus,9.296026865665745e-16,True,"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",414,474,46,20972,0.0970464135021097,0.1111111111111111,query_1,"['GO:0002831', 'GO:0009607', 'GO:0048584']"
WP,WP:WP5569,Uterine natural killer cells and progesterone estrogen and chorionic gonadotropin,9.33267514828096e-16,True,Uterine natural killer cells and progesterone estrogen and chorionic gonadotropin,52,393,23,8899,0.058524173027989825,0.4423076923076923,query_1,['WP:000000']
GO:BP,GO:0032760,positive regulation of tumor necrosis factor production,1.0045070222540915e-15,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]",103,474,25,20972,0.052742616033755275,0.24271844660194175,query_1,"['GO:0032640', 'GO:0032680', 'GO:1903557']"
GO:BP,GO:0002720,positive regulation of cytokine production involved in immune response,1.0272811582503436e-15,True,"""Any process that activates or increases the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]",83,474,23,20972,0.04852320675105485,0.27710843373493976,query_1,"['GO:0001819', 'GO:0002367', 'GO:0002702', 'GO:0002718']"
GO:BP,GO:0007599,hemostasis,1.3084410606957519e-15,True,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",248,474,36,20972,0.0759493670886076,0.14516129032258066,query_1,['GO:0050878']
GO:BP,GO:0048871,multicellular organismal-level homeostasis,1.5788510027534955e-15,True,"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]",839,474,66,20972,0.13924050632911392,0.07866507747318235,query_1,"['GO:0032501', 'GO:0042592']"
GO:BP,GO:0042063,gliogenesis,1.672819187029453e-15,True,"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]",331,474,41,20972,0.08649789029535865,0.12386706948640483,query_1,['GO:0022008']
GO:BP,GO:0006810,transport,1.7062722304732686e-15,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",4370,474,182,20972,0.38396624472573837,0.041647597254004576,query_1,['GO:0051234']
GO:BP,GO:0043069,negative regulation of programmed cell death,1.7155879028304762e-15,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",887,474,68,20972,0.14345991561181434,0.07666290868094701,query_1,"['GO:0012501', 'GO:0043067', 'GO:0048523']"
HPA,HPA:0461443,Skin 1; fibrohistiocytic cells[High],2.1836090419751327e-15,True,Skin 1; fibrohistiocytic cells[High],407,343,51,11007,0.14868804664723032,0.12530712530712532,query_1,['HPA:0461442']
KEGG,KEGG:04518,Integrin signaling,2.3064949140519435e-15,True,Integrin signaling,154,397,37,8716,0.09319899244332494,0.24025974025974026,query_1,['KEGG:00000']
HPA,HPA:0461441,Skin 1; fibrohistiocytic cells[≥Low],2.7690909505518382e-15,True,Skin 1; fibrohistiocytic cells[≥Low],884,343,78,11007,0.22740524781341107,0.08823529411764706,query_1,['HPA:0460000']
HP,HP:0005368,Abnormality of humoral immunity,3.2621358191821794e-15,True,"An abnormality of the humoral immune system, which comprises antibodies produced by B cells as well as the complement system.",359,182,50,5200,0.27472527472527475,0.1392757660167131,query_1,['HP:0010978']
WP,WP:WP453,Inflammatory response pathway,3.4964072437380506e-15,True,Inflammatory response pathway,30,393,18,8899,0.04580152671755725,0.6,query_1,['WP:000000']
GO:BP,GO:0051246,regulation of protein metabolic process,4.1784894652983116e-15,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1574,474,94,20972,0.19831223628691982,0.05972045743329098,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']"
GO:MF,GO:0042802,identical protein binding,4.404885448125295e-15,True,"""Binding to an identical protein or proteins."" [GOC:jl]",2179,473,116,20208,0.2452431289640592,0.05323542909591556,query_1,['GO:0005515']
