source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0071219,cellular response to molecule of bacterial origin,1.2599138685458813e-27,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:mah]",225,492,47,20972,0.09552845528455285,0.2088888888888889,query_1,"['GO:0002237', 'GO:0071216']"
GO:BP,GO:0010720,positive regulation of cell development,1.3490005635102582e-27,True,"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]",430,492,62,20972,0.12601626016260162,0.14418604651162792,query_1,"['GO:0045597', 'GO:0048468', 'GO:0060284']"
KEGG,KEGG:05332,Graft-versus-host disease,1.5129770440655993e-27,True,Graft-versus-host disease,38,416,28,8716,0.0673076923076923,0.7368421052631579,query_1,['KEGG:00000']
GO:BP,GO:0071216,cellular response to biotic stimulus,2.2500129644745086e-27,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:mah]",252,492,49,20972,0.09959349593495935,0.19444444444444445,query_1,"['GO:0009607', 'GO:0051716']"
GO:BP,GO:0042060,wound healing,4.4657494373936274e-27,True,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",439,492,62,20972,0.12601626016260162,0.14123006833712984,query_1,['GO:0009611']
GO:BP,GO:0009891,positive regulation of biosynthetic process,5.562555843195834e-27,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2645,492,158,20972,0.32113821138211385,0.059735349716446125,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0032649,regulation of type II interferon production,6.79315781234185e-27,True,"""Any process that modulates the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon."" [GOC:add, GOC:mah, PMID:15546383]",118,492,36,20972,0.07317073170731707,0.3050847457627119,query_1,"['GO:0001817', 'GO:0032609']"
GO:BP,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,6.944780064049916e-27,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte mediated cytotoxicity."" [GOC:add, ISBN:0781735149, PMID:11911826]",65,492,29,20972,0.05894308943089431,0.4461538461538462,query_1,"['GO:0001909', 'GO:0001910', 'GO:0002705', 'GO:0031343']"
GO:BP,GO:0051049,regulation of transport,7.611157487862242e-27,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1566,492,117,20972,0.23780487804878048,0.07471264367816093,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:0002690,positive regulation of leukocyte chemotaxis,9.438767415268653e-27,True,"""Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]",94,492,33,20972,0.06707317073170732,0.35106382978723405,query_1,"['GO:0002687', 'GO:0002688', 'GO:0030595', 'GO:0050921']"
GO:BP,GO:0002688,regulation of leukocyte chemotaxis,9.532679960839043e-27,True,"""Any process that modulates the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]",119,492,36,20972,0.07317073170731707,0.3025210084033613,query_1,"['GO:0002685', 'GO:0030595', 'GO:0050920']"
GO:MF,GO:0098772,molecular function regulator activity,1.768567879675955e-26,True,"""A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition."" [GOC:dos, GOC:pt]",2266,490,145,20208,0.29591836734693877,0.06398940864960283,query_1,['GO:0003674']
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,2.5360016485998735e-26,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2538,492,153,20972,0.31097560975609756,0.06028368794326241,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,2.633947983179758e-26,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3152,492,174,20972,0.35365853658536583,0.05520304568527919,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0016032,viral process,3.093368834663724e-26,True,"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]",377,492,57,20972,0.11585365853658537,0.15119363395225463,query_1,['GO:0008150']
GO:CC,GO:0005925,focal adhesion,3.410423098608678e-26,True,"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]",425,497,58,22155,0.11670020120724346,0.13647058823529412,query_1,['GO:0030055']
GO:BP,GO:0031343,positive regulation of cell killing,3.5691802914509485e-26,True,"""Any process that activates or increases the frequency, rate or extent of cell killing."" [GOC:mah]",68,492,29,20972,0.05894308943089431,0.4264705882352941,query_1,"['GO:0001906', 'GO:0031341', 'GO:0048522']"
GO:BP,GO:0042981,regulation of apoptotic process,4.020872086576819e-26,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1426,492,110,20972,0.22357723577235772,0.07713884992987377,query_1,"['GO:0006915', 'GO:0043067']"
KEGG,KEGG:04672,Intestinal immune network for IgA production,7.099623600234321e-26,True,Intestinal immune network for IgA production,45,416,29,8716,0.06971153846153846,0.6444444444444445,query_1,['KEGG:00000']
GO:BP,GO:0060627,regulation of vesicle-mediated transport,9.04186180188829e-26,True,"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]",529,492,66,20972,0.13414634146341464,0.12476370510396975,query_1,"['GO:0016192', 'GO:0050794', 'GO:0051049']"
GO:CC,GO:0031012,extracellular matrix,9.060786014014634e-26,True,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, PMID:21123617, PMID:28089324, PMID:33605520]",339,497,52,22155,0.10462776659959759,0.15339233038348082,query_1,['GO:0030312']
GO:CC,GO:0030312,external encapsulating structure,1.0483244375995547e-25,True,"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]",340,497,52,22155,0.10462776659959759,0.15294117647058825,query_1,"['GO:0071944', 'GO:0110165']"
KEGG,KEGG:05330,Allograft rejection,1.1743595995502025e-25,True,Allograft rejection,35,416,26,8716,0.0625,0.7428571428571429,query_1,['KEGG:00000']
GO:CC,GO:0030055,cell-substrate junction,1.1869090993680795e-25,True,"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]",435,497,58,22155,0.11670020120724346,0.13333333333333333,query_1,['GO:0070161']
GO:BP,GO:0043408,regulation of MAPK cascade,1.2859520155128438e-25,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]",638,492,72,20972,0.14634146341463414,0.11285266457680251,query_1,"['GO:0000165', 'GO:1902531']"
GO:BP,GO:1901701,cellular response to oxygen-containing compound,1.6603209681931363e-25,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1194,492,99,20972,0.20121951219512196,0.0829145728643216,query_1,"['GO:0070887', 'GO:1901700']"
GO:BP,GO:0071222,cellular response to lipopolysaccharide,2.1535946758507167e-25,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]",214,492,44,20972,0.08943089430894309,0.205607476635514,query_1,"['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']"
REAC,REAC:R-HSA-1280218,Adaptive Immune System,2.4278981702658885e-25,True,Adaptive Immune System,810,456,106,11056,0.2324561403508772,0.1308641975308642,query_1,['REAC:R-HSA-168256']
GO:BP,GO:0048519,negative regulation of biological process,2.4290450752328864e-25,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5753,492,250,20972,0.508130081300813,0.04345558838866678,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0051050,positive regulation of transport,2.7257095154431964e-25,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",818,492,81,20972,0.16463414634146342,0.09902200488997555,query_1,"['GO:0006810', 'GO:0048518', 'GO:0051049']"
GO:BP,GO:1903706,regulation of hemopoiesis,3.254400265076001e-25,True,"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]",425,492,59,20972,0.11991869918699187,0.1388235294117647,query_1,"['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']"
GO:CC,GO:0098588,bounding membrane of organelle,3.9457656133022576e-25,True,"""The lipid bilayer that forms the outer-most layer of an organelle."" [GOC:dos]",2268,497,136,22155,0.27364185110663986,0.059964726631393295,query_1,['GO:0031090']
GO:BP,GO:0043067,regulation of programmed cell death,4.622774965904414e-25,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1467,492,110,20972,0.22357723577235772,0.07498295841854125,query_1,"['GO:0012501', 'GO:0050794']"
GO:BP,GO:0002702,positive regulation of production of molecular mediator of immune response,4.676811072610653e-25,True,"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]",141,492,37,20972,0.07520325203252033,0.2624113475177305,query_1,"['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']"
GO:BP,GO:0001818,negative regulation of cytokine production,4.7524704042847e-25,True,"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]",295,492,50,20972,0.1016260162601626,0.1694915254237288,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']"
GO:BP,GO:0000165,MAPK cascade,6.243967613947388e-25,True,"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]",749,492,77,20972,0.1565040650406504,0.102803738317757,query_1,['GO:0141124']
GO:BP,GO:0002367,cytokine production involved in immune response,6.528544406239219e-25,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",123,492,35,20972,0.07113821138211382,0.2845528455284553,query_1,"['GO:0001816', 'GO:0002440', 'GO:0006955']"
GO:BP,GO:0002718,regulation of cytokine production involved in immune response,6.528544406239219e-25,True,"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]",123,492,35,20972,0.07113821138211382,0.2845528455284553,query_1,"['GO:0001817', 'GO:0002367', 'GO:0002700']"
GO:BP,GO:0006959,humoral immune response,7.75498463305764e-25,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",271,492,48,20972,0.0975609756097561,0.17712177121771217,query_1,['GO:0006955']
GO:BP,GO:0097191,extrinsic apoptotic signaling pathway,8.49789189906388e-25,True,"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]",233,492,45,20972,0.09146341463414634,0.19313304721030042,query_1,"['GO:0007166', 'GO:0097190']"
GO:BP,GO:0051250,negative regulation of lymphocyte activation,9.04805880926444e-25,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",164,492,39,20972,0.07926829268292683,0.23780487804878048,query_1,"['GO:0002695', 'GO:0046649', 'GO:0051249']"
GO:BP,GO:1902105,regulation of leukocyte differentiation,1.2150157903524506e-24,True,"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]",329,492,52,20972,0.10569105691056911,0.1580547112462006,query_1,"['GO:0002521', 'GO:1903706']"
REAC,REAC:R-HSA-3000178,ECM proteoglycans,1.2647361079485191e-24,True,ECM proteoglycans,76,456,34,11056,0.07456140350877193,0.4473684210526316,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0032879,regulation of localization,1.2723102220839127e-24,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",1914,492,127,20972,0.258130081300813,0.06635318704284221,query_1,"['GO:0050789', 'GO:0051179']"
GO:BP,GO:0050777,negative regulation of immune response,1.302971481801927e-24,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]",199,492,42,20972,0.08536585365853659,0.21105527638190955,query_1,"['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']"
GO:BP,GO:0045088,regulation of innate immune response,1.5610034705444468e-24,True,"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",470,492,61,20972,0.12398373983739837,0.12978723404255318,query_1,"['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']"
GO:BP,GO:0009653,anatomical structure morphogenesis,2.02437207551963e-24,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2699,492,155,20972,0.3150406504065041,0.0574286772878844,query_1,"['GO:0032502', 'GO:0048856']"
GO:BP,GO:0006898,receptor-mediated endocytosis,2.282314386283702e-24,True,"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]",264,492,47,20972,0.09552845528455285,0.17803030303030304,query_1,['GO:0006897']
GO:BP,GO:0030100,regulation of endocytosis,2.7291139215983588e-24,True,"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]",292,492,49,20972,0.09959349593495935,0.1678082191780822,query_1,"['GO:0006897', 'GO:0051128', 'GO:0060627']"
GO:BP,GO:0071621,granulocyte chemotaxis,4.587213847874183e-24,True,"""The movement of a granulocyte in response to an external stimulus."" [GOC:rph]",120,492,34,20972,0.06910569105691057,0.2833333333333333,query_1,"['GO:0030595', 'GO:0097530']"
KEGG,KEGG:05323,Rheumatoid arthritis,4.967245114723961e-24,True,Rheumatoid arthritis,89,416,37,8716,0.0889423076923077,0.4157303370786517,query_1,['KEGG:00000']
GO:BP,GO:1901342,regulation of vasculature development,8.35363400995034e-24,True,"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]",299,492,49,20972,0.09959349593495935,0.16387959866220736,query_1,"['GO:0001944', 'GO:2000026']"
GO:CC,GO:0098636,protein complex involved in cell adhesion,9.343732376161967e-24,True,"""Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."" [GOC:dos]",58,497,25,22155,0.05030181086519115,0.43103448275862066,query_1,['GO:0032991']
GO:BP,GO:0050868,negative regulation of T cell activation,9.550113466547651e-24,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of T cell activation."" [GOC:ai]",132,492,35,20972,0.07113821138211382,0.26515151515151514,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051250', 'GO:1903038']"
GO:BP,GO:0070371,ERK1 and ERK2 cascade,9.775302916864271e-24,True,"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]",300,492,49,20972,0.09959349593495935,0.16333333333333333,query_1,['GO:0000165']
GO:BP,GO:0050729,positive regulation of inflammatory response,1.159781470621379e-23,True,"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]",153,492,37,20972,0.07520325203252033,0.24183006535947713,query_1,"['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']"
GO:BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,1.2661661958502141e-23,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]",143,492,36,20972,0.07317073170731707,0.2517482517482518,query_1,"['GO:0007159', 'GO:0022408', 'GO:1903037']"
REAC,REAC:R-HSA-1474228,Degradation of the extracellular matrix,1.3641171696168958e-23,True,Degradation of the extracellular matrix,140,456,43,11056,0.09429824561403509,0.30714285714285716,query_1,['REAC:R-HSA-1474244']
GO:BP,GO:0070372,regulation of ERK1 and ERK2 cascade,1.7485372230131793e-23,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]",276,492,47,20972,0.09552845528455285,0.17028985507246377,query_1,"['GO:0043408', 'GO:0070371']"
GO:BP,GO:0031589,cell-substrate adhesion,2.218028956467142e-23,True,"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]",349,492,52,20972,0.10569105691056911,0.1489971346704871,query_1,['GO:0007155']
GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,2.2534721290562105e-23,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]",189,492,40,20972,0.08130081300813008,0.21164021164021163,query_1,"['GO:0043410', 'GO:0070371', 'GO:0070372']"
GO:BP,GO:0071396,cellular response to lipid,2.415581186051242e-23,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",600,492,67,20972,0.13617886178861788,0.11166666666666666,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:0051130,positive regulation of cellular component organization,2.7229283057452815e-23,True,"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",1091,492,91,20972,0.18495934959349594,0.08340971585701192,query_1,"['GO:0016043', 'GO:0048522', 'GO:0051128']"
GO:BP,GO:0030217,T cell differentiation,2.731052015268797e-23,True,"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]",321,492,50,20972,0.1016260162601626,0.1557632398753894,query_1,"['GO:0030098', 'GO:0042110']"
GO:BP,GO:0002715,regulation of natural killer cell mediated immunity,3.9806194006007613e-23,True,"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated immunity."" [GOC:add]",55,492,25,20972,0.0508130081300813,0.45454545454545453,query_1,"['GO:0002228', 'GO:0002706', 'GO:0045088']"
GO:BP,GO:0042269,regulation of natural killer cell mediated cytotoxicity,4.06620720289579e-23,True,"""Any process that modulates the frequency, rate, or extent of natural killer cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",49,492,24,20972,0.04878048780487805,0.4897959183673469,query_1,"['GO:0001910', 'GO:0002715', 'GO:0042267']"
KEGG,KEGG:04518,Integrin signaling,6.996448854326022e-23,True,Integrin signaling,154,416,46,8716,0.11057692307692307,0.2987012987012987,query_1,['KEGG:00000']
GO:BP,GO:0002228,natural killer cell mediated immunity,1.1890785932996888e-22,True,"""The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",86,492,29,20972,0.05894308943089431,0.3372093023255814,query_1,"['GO:0002449', 'GO:0045087']"
GO:BP,GO:0022408,negative regulation of cell-cell adhesion,1.211227685191148e-22,True,"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]",197,492,40,20972,0.08130081300813008,0.20304568527918782,query_1,"['GO:0007162', 'GO:0022407', 'GO:0098609']"
WP,WP:WP5078,T cell modulation and desmoplasia in pancreatic cancer,1.89097237052206e-22,True,T cell modulation and desmoplasia in pancreatic cancer,55,410,29,8899,0.07073170731707316,0.5272727272727272,query_1,['WP:000000']
GO:BP,GO:0042267,natural killer cell mediated cytotoxicity,2.571600351508164e-22,True,"""The directed killing of a target cell by a natural killer cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr]",80,492,28,20972,0.056910569105691054,0.35,query_1,"['GO:0001909', 'GO:0002228']"
GO:CC,GO:0070161,anchoring junction,3.312135017161746e-22,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",911,497,78,22155,0.15694164989939638,0.08562019758507135,query_1,['GO:0030054']
GO:MF,GO:0005201,extracellular matrix structural constituent,3.7501243592229293e-22,True,"""The action of a molecule that contributes to the structural integrity of the extracellular matrix."" [GOC:mah]",169,490,37,20208,0.07551020408163266,0.21893491124260356,query_1,['GO:0005198']
GO:BP,GO:0097190,apoptotic signaling pathway,4.425965774229446e-22,True,"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]",612,492,66,20972,0.13414634146341464,0.10784313725490197,query_1,"['GO:0006915', 'GO:0007165']"
GO:BP,GO:0065008,regulation of biological quality,5.595907024649532e-22,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2963,492,159,20972,0.3231707317073171,0.05366182922713466,query_1,['GO:0065007']
REAC,REAC:R-HSA-6798695,Neutrophil degranulation,6.033105830037437e-22,True,Neutrophil degranulation,476,456,75,11056,0.16447368421052633,0.15756302521008403,query_1,['REAC:R-HSA-168249']
GO:BP,GO:0019882,antigen processing and presentation,7.451565527582407e-22,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",118,492,32,20972,0.06504065040650407,0.2711864406779661,query_1,['GO:0002376']
GO:BP,GO:0042113,B cell activation,7.838089991894366e-22,True,"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",286,492,46,20972,0.09349593495934959,0.16083916083916083,query_1,['GO:0046649']
GO:BP,GO:0031295,T cell costimulation,8.894488921749908e-22,True,"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]",48,492,23,20972,0.046747967479674794,0.4791666666666667,query_1,"['GO:0031294', 'GO:0050870']"
GO:BP,GO:0034113,heterotypic cell-cell adhesion,9.96343734176274e-22,True,"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]",61,492,25,20972,0.0508130081300813,0.4098360655737705,query_1,['GO:0098609']
GO:BP,GO:0031294,lymphocyte costimulation,1.6402987715349724e-21,True,"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]",49,492,23,20972,0.046747967479674794,0.46938775510204084,query_1,"['GO:0002376', 'GO:0051251']"
GO:BP,GO:0031348,negative regulation of defense response,1.6926276014654658e-21,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."" [GOC:mah]",263,492,44,20972,0.08943089430894309,0.16730038022813687,query_1,"['GO:0006952', 'GO:0031347', 'GO:0048585']"
KEGG,KEGG:05144,Malaria,2.090209205460376e-21,True,Malaria,49,416,27,8716,0.06490384615384616,0.5510204081632653,query_1,['KEGG:00000']
WP,WP:WP453,Inflammatory response pathway,2.3015629600342515e-21,True,Inflammatory response pathway,30,410,22,8899,0.05365853658536585,0.7333333333333333,query_1,['WP:000000']
KEGG,KEGG:04940,Type I diabetes mellitus,2.794679719156882e-21,True,Type I diabetes mellitus,41,416,25,8716,0.06009615384615385,0.6097560975609756,query_1,['KEGG:00000']
REAC,REAC:R-HSA-449147,Signaling by Interleukins,3.018802412204404e-21,True,Signaling by Interleukins,476,456,74,11056,0.16228070175438597,0.15546218487394958,query_1,['REAC:R-HSA-1280215']
WP,WP:WP5561,Integrative Analysis of Treg Glial Interactions ,3.7405248550083845e-21,True,Integrative Analysis of Treg Glial Interactions ,112,410,38,8899,0.09268292682926829,0.3392857142857143,query_1,['WP:000000']
GO:BP,GO:1990266,neutrophil migration,5.917195446008755e-21,True,"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]",106,492,30,20972,0.06097560975609756,0.2830188679245283,query_1,['GO:0097530']
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,8.046752495969812e-21,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",107,492,30,20972,0.06097560975609756,0.2803738317757009,query_1,"['GO:0001819', 'GO:0071706', 'GO:1903555']"
KEGG,KEGG:04612,Antigen processing and presentation,9.609354509980098e-21,True,Antigen processing and presentation,71,416,31,8716,0.07451923076923077,0.43661971830985913,query_1,['KEGG:00000']
